prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:knife
Response:cut a fishing line
Score:
",10,knife,cut a fishing line,1.0,uses,0.3896804050662771,0.5722548083164765,0.7071844242440999,0.8286788373410408,0.9013875687313075,1.0,1.0957131686428203,1.211010094409105,1.253379535245032,1.3136042695385746
"AUT Prompt:brick
Response:the holes in the could hold pencils and pens
Score:
",34,brick,the holes in the could hold pencils and pens,3.4,uses,0.13889875396450238,0.275600795628729,0.36393737453534136,0.4462871128569786,0.5273732879339718,1.7,1.8488044053200587,1.9340482399240442,1.90931340631087,1.969383345879135
"AUT Prompt:bottle
Response:to make an ultimate bottle spaceship.
Score:
",33,bottle,to make an ultimate bottle spaceship.,3.3,uses,0.16939008984174359,0.3035879499652638,0.4350328928926739,0.5532670782031858,0.6200862791779798,3.9,3.9884078963864504,3.9012656133552595,3.7727740533998766,3.754156282639556
"AUT Prompt:knife
Response:hold up hair
Score:
",20,knife,hold up hair,2.0,uses,0.22343109773456113,0.4187424334902609,0.5250074552396783,0.5960639370317156,0.6611412425562612,2.0,1.8600729325702008,1.7871917617809576,1.8364024239939507,1.882035155931131
"AUT Prompt:paperclip
Response:antina
Score:
",25,paperclip,antina,2.5,uses,0.17732410839334273,0.31660299186279056,0.43840088762839957,0.5466116446031275,0.6377651792733685,2.5,2.719958255368933,2.519937217507023,2.4763970312919454,2.5083558174140106
"AUT Prompt:rope
Response:make it a pet
Score:
",13,rope,make it a pet,1.3,uses,0.2937504739729893,0.5473344612664197,0.6324856424646358,0.696109421137949,0.7512124551830419,1.3,1.1610078451628885,1.2335720514618767,1.267063238320682,1.2768144330115032
"AUT Prompt:brick
Response:Throw through something glass to break it
Score:
",15,brick,Throw through something glass to break it,1.5,uses,0.13721134192709264,0.27274293589859033,0.3784380934809146,0.47950706589689324,0.5794204627185155,1.7,1.6006158722131745,1.5166559259692276,1.4077568351233711,1.5098813373709876
"AUT Prompt:brick
Response:Smashing or hammering
Score:
",18,brick,Smashing or hammering,1.8,uses,0.2923400790841171,0.4313893140751373,0.5588083536242324,0.6694714014099397,0.7670114919954022,1.0,1.0966986643763743,1.18865911647188,1.2731833254365708,1.2638766745363894
"AUT Prompt:ball
Response:sit on it
Score:
",20,ball,sit on it,2.0,uses,0.15914252414476926,0.3164315872857859,0.4177675620329395,0.5064879555904115,0.5909742376743367,2.4,2.250878607451764,2.1657675817631663,2.066663305023604,2.0571330506845396
"AUT Prompt:bottle
Response:for when you are thirsty you want to drink some water or different kind of drinks
Score:
",16,bottle,for when you are thirsty you want to drink some water or different kind of drinks,1.6,uses,0.42278907286931033,0.6119101025859577,0.6713280888137532,0.7269772652699983,0.7785056738751347,1.0,1.0927200068690224,1.1464692166362347,1.173531544285254,1.1885212348088394
"AUT Prompt:table
Response:chair
Score:
",20,table,chair,2.0,uses,0.15919783578174992,0.3038795244818424,0.39545394484297985,0.4653380814223021,0.5343499693788245,2.0,1.7619423537225893,1.932852777129279,1.9129010431266216,1.8854046385677115
"AUT Prompt:box
Response:speaker holder
Score:
",19,box,speaker holder,1.9,uses,0.2002551651216039,0.31332351239344847,0.4146436900935508,0.49919401169171707,0.5750961061492788,2.0,2.108260321488285,2.2039837939232156,2.2033090441275456,2.2688631027374675
"AUT Prompt:box
Response:shielding
Score:
",16,box,shielding,1.6,uses,0.14676548591722416,0.29251553747651954,0.4239809479749025,0.551465765462846,0.6489923964445418,1.3,1.1505207079083843,1.258885102145807,1.3608596140122984,1.4569057447700842
"AUT Prompt:ball
Response:Air
Score:
",19,ball,Air,1.9,uses,0.194749667801825,0.3689514297677383,0.49020868669609774,0.5908172603258602,0.669107354122215,2.1,2.2416460931528928,2.355023801371949,2.2775391056838523,2.1982624398276314
"AUT Prompt:brick
Response:hold up a couch
Score:
",13,brick,hold up a couch,1.3,uses,0.20307955097090621,0.37774083507534406,0.5053357960047627,0.6325516624055169,0.7550020537053981,1.0,1.1387151728535783,1.154189309431942,1.2237371570242794,1.3009800879510962
"AUT Prompt:brick
Response:flower beds
Score:
",18,brick,flower beds,1.8,uses,0.17818841095193236,0.31134226792685443,0.42811039855857025,0.5425449182497731,0.6496802136780979,1.5,1.2861616126497082,1.3990370182395737,1.3781479577531994,1.3487705291629262
"AUT Prompt:toothbrush
Response:You could clean it and use it as a brush to clean.
Score:
",24,toothbrush,You could clean it and use it as a brush to clean.,2.4,uses,0.29719345160851546,0.49934502492693444,0.601687928927571,0.6986784525369371,0.759205938722462,2.4,2.521450037485403,2.449764336885906,2.5261480365408793,2.5878431730498628
"AUT Prompt:brick
Response:to block something
Score:
",13,brick,to block something,1.3,uses,0.5968729215339444,0.7333983899443666,0.8618549096443213,0.9193047645652941,0.9510262643926267,1.0,1.0372309157702893,1.076395746958433,1.1028679287845033,1.112778774886926
"AUT Prompt:box
Response:a helmet for playing football
Score:
",28,box,a helmet for playing football,2.8,uses,0.14298985432720734,0.25320433360376476,0.3467649826566379,0.40967239367403907,0.4691695952424676,2.0,2.130583640936845,2.0144078823323763,2.119684258779464,2.0410997136016595
"AUT Prompt:shovel
Response:get things out from under your bed
Score:
",27,shovel,get things out from under your bed,2.7,uses,0.16414009138998845,0.32256516803167423,0.45128795823499457,0.552559199978682,0.6534056112531218,2.0,1.7544293489461185,1.5392402462112955,1.4953930768766466,1.526972043392289
"AUT Prompt:box
Response:Use it as a table
Score:
",10,box,Use it as a table,1.0,uses,0.22652852586052544,0.40851112601909373,0.5574489423810253,0.6683882062250168,0.7393060926827942,1.3,1.1663566875654234,1.2554986746064576,1.3292771305360596,1.316876230616955
"AUT Prompt:brick
Response:working out
Score:
",14,brick,working out,1.4,uses,0.14931301571075334,0.27582876224876735,0.4022089565754591,0.5212343998136669,0.6180996441504384,1.7,1.6082650079661303,1.4171388566158332,1.390389846316243,1.3605529759067614
"AUT Prompt:knife
Response:as a screwdiver
Score:
",17,knife,as a screwdiver,1.7,uses,0.23255688900324986,0.36892210237921497,0.4841848494004888,0.5800728431933047,0.6519779061564992,2.0,1.8891105635879235,1.9631194271554653,2.0188069199538003,2.071876538404752
"AUT Prompt:tire
Response:burn
Score:
",28,tire,burn,2.8,uses,0.18048538031035744,0.29351665854893166,0.3975330065371246,0.4979769483514118,0.5938693051472028,2.0,1.8074533847629453,1.674675861917532,1.538591042645683,1.5646538231169185
"AUT Prompt:tire
Response:put on a wagon
Score:
",15,tire,put on a wagon,1.5,uses,0.12949532485500145,0.25467179201049966,0.37673649774194456,0.4864341843799316,0.5832099278585081,2.0,1.852543778601514,1.7383176474717337,1.6394709103709157,1.5333594231894399
"AUT Prompt:bottle
Response:to make it into a toy car made from scratch
Score:
",33,bottle,to make it into a toy car made from scratch,3.3,uses,0.18068252379123154,0.3107752375448966,0.44018244492645375,0.5161656537225066,0.5870154633378624,3.3,3.174417876937633,3.3289313419317557,3.368834551871288,3.432943545968628
"AUT Prompt:box
Response:cover your head on a rainy day
Score:
",22,box,cover your head on a rainy day,2.2,uses,0.14002603631293073,0.24574863591998403,0.33893308747657547,0.42089873927334825,0.49762030809116964,2.0,1.8709381243831482,1.9889021032347616,1.8547455837515006,1.8154696930431857
"AUT Prompt:knife
Response:opening a battery compartment
Score:
",23,knife,opening a battery compartment,2.3,uses,0.23257195917792567,0.45728571119173633,0.5913571226034827,0.6910920638056892,0.7852837460679966,1.7,1.8474223312783045,1.7686553721430647,1.7010213788840582,1.6169366345995202
"AUT Prompt:sock
Response:you can DIY it and make many funny faces and put them on.
Score:
",24,sock,you can DIY it and make many funny faces and put them on.,2.4,uses,0.22292200991837724,0.40083390903511573,0.5430547516238082,0.6807833511995734,0.7276538792890659,2.7,2.833156323684047,2.9554182149654102,2.843052110842467,2.8918095603811174
"AUT Prompt:table
Response:it is used as a ladder to take things from higher height
Score:
",30,table,it is used as a ladder to take things from higher height,3.0,uses,0.330394263425389,0.4856147932784781,0.5904012442579696,0.6406897973750486,0.6907965247983421,3.0,3.159818576371166,3.07820838807806,3.0956170924194684,3.1031884766260047
"AUT Prompt:box
Response:playhouse
Score:
",13,box,playhouse,1.3,uses,0.14452278531783405,0.28056934516740806,0.3940104814106359,0.4858465550049458,0.5727802741142993,1.3,1.4939578392192472,1.495697461936589,1.4019993423843,1.4927608848916072
"AUT Prompt:rope
Response:communication system
Score:
",24,rope,communication system,2.4,uses,0.13255066888174113,0.22903585443548596,0.30335728023946007,0.37562685917306404,0.444113710744538,2.7,2.1102265773707,2.156720372866151,2.1265678023543177,2.06078670832767
"AUT Prompt:brick
Response:Wear the on a necklace  start a trend.
Score:
",22,brick,Wear the on a necklace  start a trend.,2.2,uses,0.099191297039162,0.186657632258548,0.2586479676248108,0.3296321152325792,0.39886612960151246,2.0,1.859422300345749,1.982049733471435,1.8782434359240054,1.9340929977877601
"AUT Prompt:fork
Response:use as a tool to help hold your nail against the wall while hitting the nail with your hammer so your fingers dont get smashed
Score:
",45,fork,use as a tool to help hold your nail against the wall while hitting the nail with your hammer so your fingers dont get smashed,4.5,uses,0.12355987779078821,0.24318684315106168,0.36082613323066554,0.4767407176871798,0.5470300385340239,3.5,3.4016172389836368,3.270678921254963,3.375063909981282,3.455363583209127
"AUT Prompt:brick
Response:a pet
Score:
",26,brick,a pet,2.6,uses,0.12294003042805622,0.24435034990993798,0.35728595377634603,0.4641270318764873,0.5523266363858743,1.0,1.1490609522678779,1.2599903432977284,1.3612796517581205,1.3674628034955527
"AUT Prompt:pants
Response:brief
Score:
",12,pants,brief,1.2,uses,0.17877935269643597,0.3320703531935047,0.4456975037356564,0.534052794311177,0.6182928794910366,1.5,1.730811029986382,1.722955994871135,1.6529808908634909,1.5640146942732251
"AUT Prompt:pants
Response:wrags
Score:
",22,pants,wrags,2.2,uses,0.2963878435693411,0.4836291846900561,0.6276105637286026,0.7637179227626437,0.8638137579546499,1.0,1.116147668739664,1.1353843976735016,1.2003650210373578,1.2582610432410604
"AUT Prompt:tire
Response:roll with a stick for fun
Score:
",25,tire,roll with a stick for fun,2.5,uses,0.18093565647607363,0.3113959973181657,0.4248085159729799,0.5146029309165904,0.5911179216536191,3.0,2.8743140483830993,2.774382202860239,2.778852319464922,2.7168691187428617
"AUT Prompt:knife
Response:clean items
Score:
",20,knife,clean items,2.0,uses,0.4866840959467225,0.6332282064880549,0.7686712324081949,0.8736609984335463,0.9156643737185128,1.0,1.0694271555056336,1.1805366786938678,1.2189272894888439,1.2180590564699063
"AUT Prompt:box
Response:build a diorama
Score:
",17,box,build a diorama,1.7,uses,0.17104828395949348,0.31469578354569505,0.4418973135261783,0.5644126207346446,0.669596808120142,1.5,1.5912929292968068,1.5074433444614024,1.614361098873661,1.5178536601245018
"AUT Prompt:brick
Response:use it to light a match
Score:
",18,brick,use it to light a match,1.8,uses,0.13358544078207507,0.24590756799752306,0.34507687676362164,0.4440553395625506,0.5117408735549319,1.7,1.8370296914366369,1.8263879789636546,1.753637180683205,1.8126754700618213
"AUT Prompt:paperclip
Response:zipper tab
Score:
",25,paperclip,zipper tab,2.5,uses,0.3401159806435906,0.4780520592001744,0.5988506692207272,0.686825510494131,0.7454340891305877,2.0,2.144268888609499,2.1555108244323877,2.174018308636258,2.1210246830157917
"AUT Prompt:box
Response:to keep an animal in
Score:
",15,box,to keep an animal in,1.5,uses,0.6465859971820993,0.8046728334967626,0.86165693335026,0.8993288077535615,0.9287396320220135,1.0,1.0589383025251464,1.0881071083893747,1.0927941760369762,1.1120228416043931
"AUT Prompt:table
Response:write on it
Score:
",15,table,write on it,1.5,uses,0.33983719985520716,0.5309673822287937,0.6498220038218085,0.7281774893114378,0.7920948672085624,1.5,1.3200170210349866,1.4443881860297927,1.471893276580531,1.4580225043131987
"AUT Prompt:knife
Response:pin a piece of paper to a wall
Score:
",20,knife,pin a piece of paper to a wall,2.0,uses,0.2899985662440133,0.3995351376547652,0.48290575013969017,0.5622273345987338,0.6367649556874541,2.0,1.9177519864307395,1.9664803143852436,2.013534785563038,2.0704788109882424
"AUT Prompt:box
Response:a footstool
Score:
",20,box,a footstool,2.0,uses,0.20392850749845995,0.3255421650945127,0.41655097181497097,0.4925363613604098,0.5680995830316069,2.0,2.1120718026441327,2.022041612873146,2.0494959054483437,2.016310325010415
"AUT Prompt:rope
Response:pull a tooth
Score:
",20,rope,pull a tooth,2.0,uses,0.14447842363260857,0.2711146958376396,0.37454991128129367,0.4689818244248205,0.5353612915741419,1.3,1.4868379311770965,1.518088620647841,1.6151239664710466,1.7000417722304428
"AUT Prompt:pants
Response:curtains
Score:
",32,pants,curtains,3.2,uses,0.15723855000677942,0.29485794657300024,0.38249363165852207,0.4672839765566428,0.5381761315826753,3.0,2.7666344113060064,2.7513673537611485,2.6150290664095097,2.7316033493178407
"AUT Prompt:hat
Response:you can make a hat turn into a bed for your pet by flipping it over where the head goes then put little blankets in the and put your pet in there
Score:
",33,hat,you can make a hat turn into a bed for your pet by flipping it over where the head goes then put little blankets in the and put your pet in there,3.3,uses,0.13925384337737176,0.2668231347830921,0.3806829816937797,0.48274755442574036,0.5572732504491171,3.9,3.9956208624933702,3.7875651081778634,3.6210546918581077,3.497879495612815
"AUT Prompt:table
Response:to put chairs around
Score:
",10,table,to put chairs around,1.0,uses,0.20050744515144708,0.3399586953135606,0.45892252313086884,0.560288700498464,0.657893462085569,2.0,1.7948997156353204,1.9776787787565582,1.9455335318760274,1.9091062936961132
"AUT Prompt:knife
Response:mailbox flag
Score:
",35,knife,mailbox flag,3.5,uses,0.21473647506670895,0.34402289840086175,0.44117222837503883,0.5364624194909546,0.6039626949660133,2.0,2.1879038051465782,2.2125882016752896,2.210352197623818,2.153314049049347
"AUT Prompt:brick
Response:hold up a dog house
Score:
",13,brick,hold up a dog house,1.3,uses,0.26847362520690365,0.4488393472960912,0.5728661730561324,0.6887774771763235,0.7855795569175866,1.0,1.1205547529482993,1.1377548291213766,1.198715460906138,1.260485634912228
"AUT Prompt:hat
Response:to wear on top of your head
Score:
",16,hat,to wear on top of your head,1.6,uses,0.15288291683300737,0.28087843883934155,0.4044920274235277,0.49034356343444685,0.5631475838366041,1.3,1.4367091641514846,1.5782917885166314,1.6696347868658785,1.6735604178371974
"AUT Prompt:tire
Response:use it as a game
Score:
",22,tire,use it as a game,2.2,uses,0.25754245466059184,0.468138954366525,0.551241337469428,0.6231086314353261,0.6852058425896019,2.7,2.834957685794963,2.7844611427454526,2.786253343279787,2.8509370836949426
"AUT Prompt:box
Response:writing to do lists
Score:
",19,box,writing to do lists,1.9,uses,0.1756780184568947,0.3281177140309329,0.4675325164001881,0.5530210946230331,0.6291540160661275,2.0,1.7677057820175064,1.747516409325518,1.6783372370722254,1.693059453470756
"AUT Prompt:brick
Response:film holder (rolls of film)
Score:
",32,brick,film holder (rolls of film),3.2,uses,0.13957841792453943,0.22600989080952558,0.3101254265237699,0.3887123076710951,0.4633503314124076,2.0,2.0764846817768943,1.9743704789821002,1.9391175892820824,2.0294664071185546
"AUT Prompt:brick
Response:mold
Score:
",22,brick,mold,2.2,uses,0.13855706729335646,0.27430416501220023,0.4031917356603657,0.5099889965377971,0.6008174480328368,1.5,1.598975600835522,1.4075021572075836,1.3849900324242521,1.4779640350798253
"AUT Prompt:book
Response:audio
Score:
",13,book,audio,1.3,uses,0.23390662072489032,0.3517014385535547,0.4434266503230482,0.5299259899019015,0.5835067033171539,2.0,2.1674642252148866,2.339678773420797,2.202618767413683,2.1656481539318535
"AUT Prompt:brick
Response:use it to fight off criminals
Score:
",17,brick,use it to fight off criminals,1.7,uses,0.13289756971486547,0.26217346956247056,0.38520489067914276,0.5076961382440076,0.5908042306767431,1.0,1.2465464946993832,1.3913759880869452,1.3693298113778707,1.3455102838848294
"AUT Prompt:brick
Response:to build a bridge
Score:
",10,brick,to build a bridge,1.0,uses,0.5695596845033425,0.7056260541741506,0.8363520867629696,0.9032583429981093,0.9361640556318478,1.0,1.0578492115756937,1.080068093903118,1.111173338519372,1.1213254556258436
"AUT Prompt:brick
Response:to make steps
Score:
",10,brick,to make steps,1.0,uses,0.4503987848929971,0.6178075771270232,0.7507523338543365,0.8664174723087906,0.9012548464123573,1.0,1.0541944768668987,1.1331386294829093,1.1554143154430843,1.1648686035694724
"AUT Prompt:shoe
Response:patches for other shoes
Score:
",20,shoe,patches for other shoes,2.0,uses,0.206503008020895,0.3064764508473414,0.3875032196387131,0.46244380309509203,0.5323465522981462,3.0,2.9021391928645337,2.8180520479046467,2.9285640216295916,2.9116822018418755
"AUT Prompt:box
Response:poster
Score:
",19,box,poster,1.9,uses,0.1604187010914742,0.29809610269221043,0.43518732753299316,0.5544147138211472,0.6674977722419112,1.3,1.3923711516905612,1.2687677322565025,1.361504621960979,1.4696742865482744
"AUT Prompt:knife
Response:securing something to something eles
Score:
",20,knife,securing something to something eles,2.0,uses,0.41790748445888426,0.5811820408728918,0.7415739703173099,0.8564074962488734,0.906707727723791,1.0,1.0842805927909172,1.1741948029690656,1.2446986985943043,1.242219007711372
"AUT Prompt:tire
Response:to make them plant vases
Score:
",35,tire,to make them plant vases,3.5,uses,0.19380110069516202,0.32352369480238036,0.42805248931057566,0.5230787497406859,0.6116414854528598,3.5,3.700483915384401,3.895722711097009,3.8783330326245227,3.8525112700189625
"AUT Prompt:spoon
Response:bend it and make it look like a human
Score:
",30,spoon,bend it and make it look like a human,3.0,uses,0.19418466329648842,0.3602951382852494,0.5169601557221591,0.6724583281978211,0.7548238215313181,3.0,2.861687996308252,2.9945186544181595,3.134529178131064,3.054378212569489
"AUT Prompt:paperclip
Response:stab someone in the eye
Score:
",27,paperclip,stab someone in the eye,2.7,uses,0.3182282774879567,0.49296822927932715,0.6579586933933494,0.758986124894088,0.8218300943454251,2.0,2.07089298717965,2.1784963457349957,2.194669503195628,2.256251776085883
"AUT Prompt:brick
Response:to prop up a window
Score:
",18,brick,to prop up a window,1.8,uses,0.15767208720713707,0.2973088052512195,0.4316081573161131,0.5614081280737531,0.6742659348236119,1.5,1.4060662075406125,1.279714497908277,1.3768863113420131,1.3472792970897587
"AUT Prompt:brick
Response:Patio pavers
Score:
",10,brick,Patio pavers,1.0,uses,0.2809570972866965,0.4626533912949792,0.6154610318297563,0.7652773770847112,0.829197861441888,1.0,1.0785453202881363,1.1831847562044044,1.2060533701469611,1.2210041594532564
"AUT Prompt:box
Response:object head
Score:
",13,box,object head,1.3,uses,0.14191743984602165,0.278275303335067,0.40154826276509525,0.5083640545748007,0.5917215872367657,1.7,1.847003196318351,1.7404752520874827,1.6479240333282084,1.5566490994140305
"AUT Prompt:knife
Response:use for slicing
Score:
",10,knife,use for slicing,1.0,uses,0.8646796478092367,0.9486978509129521,0.9736588626990621,0.9869239793173954,0.9948818461571156,1.0,1.0265684811100382,1.031014623750896,1.0373181950883157,1.0426188582584826
"AUT Prompt:brick
Response:lamp
Score:
",22,brick,lamp,2.2,uses,0.11823754320905666,0.23201718135050542,0.33816556690969196,0.4374856481874697,0.5139092428367514,2.0,1.8528820527697516,1.7421142400186562,1.7552557417113228,1.821393791166188
"AUT Prompt:rope
Response:a shoestring
Score:
",17,rope,a shoestring,1.7,uses,0.32661593796125993,0.5845802316999104,0.6541576509739665,0.7127582711058391,0.7683662490396967,1.0,1.132384374162899,1.1821208381628636,1.241142480939645,1.2743507833951249
"AUT Prompt:backpack
Response:Wear it backwards and keep all the zippers for the backpack opened.
Score:
",23,backpack,Wear it backwards and keep all the zippers for the backpack opened.,2.3,uses,0.17283460193131395,0.33796888488229665,0.4282013944819961,0.4968319450382916,0.5611550166560791,2.7,2.8465823840633973,2.7524765502750594,2.662345822334451,2.735437702688254
"AUT Prompt:paperclip
Response:Taking out sim card 
Score:
",30,paperclip,Taking out sim card ,3.0,uses,0.27649727870585167,0.5169776281181282,0.6376876527754539,0.7336441734259145,0.8147366896897358,2.0,2.2325829362168528,2.2264152034451326,2.2360396798683615,2.312078313538807
"AUT Prompt:brick
Response:Defensive weapon
Score:
",17,brick,Defensive weapon,1.7,uses,0.222485666427833,0.3588754823073702,0.4921584678879266,0.6077127019788443,0.708680221778784,1.0,1.114014321905715,1.2185443197101153,1.2150181886059572,1.2841148123576835
"AUT Prompt:paperclip
Response:Poke something clogged
Score:
",18,paperclip,Poke something clogged,1.8,uses,0.26933670247985725,0.43694273466897293,0.6001729027659567,0.6950379929509335,0.7431930316660912,2.0,2.1917940486138234,2.1940258368501606,2.2084901519616316,2.1755426377753166
"AUT Prompt:shoe
Response:to throw like a football
Score:
",32,shoe,to throw like a football,3.2,uses,0.27105655224559716,0.4328119783375897,0.508366102744564,0.5807544602831115,0.6457199290493385,3.0,2.8878805803527285,2.9788546766472503,3.01888395593571,2.996862181226503
"AUT Prompt:brick
Response:stick person
Score:
",18,brick,stick person,1.8,uses,0.14019355156260804,0.27340651533408356,0.39531454179845155,0.5142455877023685,0.6148489298223228,1.5,1.5974468100064834,1.413204760134065,1.387023571911914,1.3564222396545946
"AUT Prompt:pants
Response:costume
Score:
",20,pants,costume,2.0,uses,0.1598358704401956,0.31233487659097137,0.42575032132651314,0.49214222915363337,0.5570446730268043,2.0,1.7558725944805613,1.7409887181001564,1.6814976185957373,1.602094900856291
"AUT Prompt:sock
Response:A popsicle holder.
Score:
",36,sock,A popsicle holder.,3.6,uses,0.1780832395637551,0.30834588723769235,0.4320221266984732,0.5320845354640492,0.6060439565416942,3.9,3.7732631245635626,3.5518988252612216,3.5045273992172863,3.5283821711927854
"AUT Prompt:knife
Response:tooth pick
Score:
",17,knife,tooth pick,1.7,uses,0.3065175395370325,0.48723374568979727,0.59568244882092,0.6947341530737936,0.789835941867485,1.7,1.8112707449461962,1.7181898604110752,1.687081446597255,1.604352019947133
"AUT Prompt:ball
Response:to pop it like a balloon
Score:
",24,ball,to pop it like a balloon,2.4,uses,0.347387050967179,0.6683564148577519,0.7719716606320656,0.8172268469790986,0.8527063403829814,2.1,2.244071048061483,2.3052665463159854,2.282824291583968,2.2544132679971334
"AUT Prompt:fork
Response:meat tenderizer
Score:
",18,fork,meat tenderizer,1.8,uses,0.1997379543067821,0.37061025175856377,0.4740530389371105,0.5487553163390251,0.6189222436422105,2.0,2.2305282930531254,2.071120217290897,2.197568988054325,2.197844590749522
"AUT Prompt:pencil
Response:Use the black part, rub it on your finger, and use it as ink.
Score:
",30,pencil,"Use the black part, rub it on your finger, and use it as ink.",3.0,uses,0.21078903074139707,0.3672733297278613,0.5136745708325232,0.6366927421786541,0.7404075893219433,2.7,2.5721788763406144,2.694111218393314,2.811177622664458,2.9216743186309118
"AUT Prompt:fork
Response:shredder
Score:
",25,fork,shredder,2.5,uses,0.1909973166475312,0.3556316048740342,0.4429065896874033,0.5169175858518895,0.5896131799613832,2.0,2.231467459542603,2.087331398103303,2.103463013066822,2.053718562920677
"AUT Prompt:brick
Response:can be stepped on in order to reach higher
Score:
",17,brick,can be stepped on in order to reach higher,1.7,uses,0.2061561062182275,0.3670331353579923,0.5251153872208774,0.6515868609957886,0.7452294489002452,1.0,1.0876634906452523,1.1515858863098531,1.2192122444826237,1.2796261340918744
"AUT Prompt:knife
Response:get food out of your teeth
Score:
",20,knife,get food out of your teeth,2.0,uses,0.3245640116136372,0.5278899662123776,0.6847260455057412,0.7974973009515871,0.8832752422471478,1.7,1.4303828878576228,1.4005187676408546,1.4852892754641376,1.4867178852624177
"AUT Prompt:box
Response:fort for a child
Score:
",17,box,fort for a child,1.7,uses,0.16682645475245114,0.29596859743318854,0.4119655916657212,0.4946655980296925,0.5691736186543577,1.3,1.4745349253951032,1.340920307772242,1.4511076645617635,1.457507945632121
"AUT Prompt:knife
Response:make a shield of knives
Score:
",30,knife,make a shield of knives,3.0,uses,0.21470121823216834,0.41120570785116617,0.537744317850231,0.6251979976065556,0.6993940598286609,1.7,1.8433621804370393,1.7625643521820655,1.6978601226783114,1.623826790028545
"AUT Prompt:box
Response:hold food
Score:
",10,box,hold food,1.0,uses,0.6380939560142341,0.8255571221773472,0.8735298691845659,0.918963848991025,0.9509696311511957,1.0,1.0681224210150446,1.0918403894161433,1.0971878484794535,1.11747606144974
"AUT Prompt:box
Response:turn it into a opera house for ants
Score:
",50,box,turn it into a opera house for ants,5.0,uses,0.19488305856048382,0.3112417489773769,0.4247263755425144,0.4955727844486263,0.5515817949152773,3.0,2.887844072205091,2.9979699420493366,3.0983312010020265,3.1086549079838424
"AUT Prompt:fork
Response:take out objects, from dust
Score:
",35,fork,"take out objects, from dust",3.5,uses,0.16998482680559387,0.3297792571775214,0.445312785804955,0.5460009722991955,0.6159662844819351,3.0,2.7577251647972667,2.9503035808140035,2.7750578412904625,2.766532301127065
"AUT Prompt:knife
Response:call collect
Score:
",15,knife,call collect,1.5,uses,0.19517605140583028,0.38158812617950066,0.5096687678995225,0.5873660501260377,0.6486282909094168,1.7,1.8465549334357287,1.759465080061707,1.6986866472749933,1.746035151422882
"AUT Prompt:brick
Response:use as a home for ants
Score:
",33,brick,use as a home for ants,3.3,uses,0.13875752411083925,0.265878192351123,0.36773788244516004,0.4537858307213513,0.5355191365586307,1.7,1.6043767620682436,1.7139604148096437,1.6354642565992659,1.6605764315309717
"AUT Prompt:brick
Response:use them as stepping stones over a small river or stream
Score:
",22,brick,use them as stepping stones over a small river or stream,2.2,uses,0.1962611516970549,0.3547290881184961,0.4747967915543065,0.5790833812070317,0.6701352452753288,1.5,1.2766352665607938,1.4595614021949024,1.5028617665288122,1.4617116724367818
"AUT Prompt:rope
Response:I could use it as a lasso and not have to get out of my chair
Score:
",27,rope,I could use it as a lasso and not have to get out of my chair,2.7,uses,0.14118587420055412,0.2582658059614855,0.36870576089315976,0.47798830530646796,0.5435851948271186,2.7,2.3373350894825276,2.2662451327575215,2.2968255299296874,2.2972086076228817
"AUT Prompt:brick
Response:purse
Score:
",26,brick,purse,2.6,uses,0.11446994265646843,0.22640021163364354,0.3343282592132402,0.41749952116966926,0.4909528761750982,1.5,1.5988782370559784,1.7283686032550902,1.7426384966582842,1.6764136424779525
"AUT Prompt:brick
Response:while reading book, it will help the book to be standing
Score:
",35,brick,"while reading book, it will help the book to be standing",3.5,uses,0.12374236208046856,0.23419171585222245,0.3419522273772284,0.427018733793725,0.49811832441339976,2.0,1.7641903058572561,1.7439618071363112,1.7551251892447661,1.8328986299815464
"AUT Prompt:book
Response:backpack armor at school shooting
Score:
",35,book,backpack armor at school shooting,3.5,uses,0.16358901541627213,0.30213646718282106,0.36991917252661266,0.4357405900063098,0.49864853573897716,3.0,3.229279591865213,3.370503724613533,3.4202762553293518,3.329408446972834
"AUT Prompt:box
Response:roll in
Score:
",16,box,roll in,1.6,uses,0.20934683601624024,0.3606609315066034,0.4774895403328136,0.5884874066746688,0.6878464290562651,1.0,1.1258640032273022,1.2174048315024006,1.3084297768156905,1.4083266991244847
"AUT Prompt:tire
Response:step ladder
Score:
",27,tire,step ladder,2.7,uses,0.19225426234440393,0.36307076201611127,0.4388650610346127,0.5061035797834298,0.5686267542187899,3.5,3.2647614218187484,3.391740982491072,3.3662671858985656,3.2710170521865582
"AUT Prompt:paperclip
Response:hold
Score:
",10,paperclip,hold,1.0,uses,0.7683730281640002,0.8461415370377244,0.9159554962845117,0.9413019056845782,0.9658802508879551,1.0,1.027572872434316,1.0635811810964027,1.080718012368518,1.0837533305312574
"AUT Prompt:box
Response:you can use it as a basketball hoop by shooting basketball in it
Score:
",20,box,you can use it as a basketball hoop by shooting basketball in it,2.0,uses,0.12639059584470136,0.2435094163080822,0.32810967961499055,0.4097705691496226,0.49078213874489823,2.0,1.855711345081779,1.7897783706268133,1.8117438239273025,1.7272721874633927
