prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:shoe
Response:fill it with soil and grow a flower in it
Score:
",32,shoe,fill it with soil and grow a flower in it,3.2,uses,0.20823057075141085,0.3978266629766487,0.5221668034984532,0.6175016961957039,0.7016344437092624,3.9,3.6140522093617946,3.610706049332124,3.5936143564687093,3.5224342608776493
"AUT Prompt:paperclip
Response:Sting together and use as a headband
Score:
",30,paperclip,Sting together and use as a headband,3.0,uses,0.19338831821205033,0.38677663642410065,0.5574412282422792,0.6355771798633709,0.7045319151494842,3.0,2.85,2.7428450137699523,2.81133997618959,2.76129353834741
"AUT Prompt:paperclip
Response:holding paper together 
Score:
",10,paperclip,holding paper together ,1.0,uses,0.9708646342582292,0.9814827574789299,0.9908532183324599,0.9968561597117248,0.9974413165190154,1.0,1.0054092255517433,1.0081951591983271,1.0093501836262493,1.0099313561464685
"AUT Prompt:rope
Response:pumpkin
Score:
",19,rope,pumpkin,1.9,uses,0.11651553118142512,0.2017601148087755,0.28568310366391153,0.357466240034825,0.41425137476526364,2.7,2.953502780888513,2.967161921213027,2.8331884999264467,2.7326838057061233
"AUT Prompt:lightbulb
Response:You can make a book made out of light bulbs.
Score:
",39,lightbulb,You can make a book made out of light bulbs.,3.9,uses,0.26671310803881765,0.4117225096450248,0.49831156958773465,0.5783933589132566,0.627730318078209,3.9,3.6886789307712657,3.673269645254252,3.7738895197191997,3.6894863264111852
"AUT Prompt:knife
Response:cut a fishing line
Score:
",10,knife,cut a fishing line,1.0,uses,0.3667727986070758,0.5630921307314071,0.741842916769819,0.8590705442811758,0.9625235624572889,1.0,1.1045935406001837,1.2480597249151688,1.2824391608292078,1.2735785154005241
"AUT Prompt:brick
Response:the holes in the could hold pencils and pens
Score:
",34,brick,the holes in the could hold pencils and pens,3.4,uses,0.16228081799775218,0.28287768179803097,0.37679861376164364,0.4650291641198771,0.5211119141405274,3.0,3.127896477764247,3.021238877370346,3.1120748089611894,3.078488907307839
"AUT Prompt:bottle
Response:to make an ultimate bottle spaceship.
Score:
",33,bottle,to make an ultimate bottle spaceship.,3.3,uses,0.26729990800531644,0.49238899791345214,0.6091636794210468,0.7106192809051433,0.7782032816038534,3.3,3.437141015048248,3.3533425146933333,3.431389178311759,3.3678708047626564
"AUT Prompt:knife
Response:hold up hair
Score:
",20,knife,hold up hair,2.0,uses,0.24983784289257957,0.4737910378597108,0.5846558975132659,0.6794836371805274,0.7488610935787794,1.7,1.84180504298613,1.9286898581729242,2.0084210635088526,2.0261696946331105
"AUT Prompt:paperclip
Response:antina
Score:
",25,paperclip,antina,2.5,uses,0.16132855163481943,0.2993201744369365,0.4192093859544794,0.5097065106591574,0.5847312621509383,2.3,2.253898322068768,2.1812862321243958,2.2378730698307394,2.2971669033194284
"AUT Prompt:rope
Response:make it a pet
Score:
",13,rope,make it a pet,1.3,uses,0.11507533248424193,0.22488098182932625,0.3233101297580706,0.39645646148844615,0.46625317881676404,1.3,1.4953133581183338,1.344519221745947,1.4470055858815514,1.4699083956857364
"AUT Prompt:brick
Response:Throw through something glass to break it
Score:
",15,brick,Throw through something glass to break it,1.5,uses,0.19253756527630025,0.3572236720665315,0.5003054412031949,0.6368350190920635,0.7122338130009142,1.0,1.3227117455186213,1.3734142064739565,1.3576751055758531,1.3409832375784898
"AUT Prompt:brick
Response:Smashing or hammering
Score:
",18,brick,Smashing or hammering,1.8,uses,0.15111852746199037,0.27837307336511674,0.40562761926824314,0.5196978569837924,0.6319995995831107,1.7,1.608572661597756,1.51176644805495,1.6189304791985606,1.5089510244525786
"AUT Prompt:ball
Response:sit on it
Score:
",20,ball,sit on it,2.0,uses,0.24438060804110973,0.3880445562076772,0.4999301403503707,0.6034073900607426,0.6865536960662862,2.1,1.9519098429617654,1.9402922935608387,1.8819361792418454,1.9325665415423758
"AUT Prompt:bottle
Response:for when you are thirsty you want to drink some water or different kind of drinks
Score:
",16,bottle,for when you are thirsty you want to drink some water or different kind of drinks,1.6,uses,0.7450569653266941,0.9087242604509546,0.9469959588938114,0.9629499795940313,0.9735776485485139,1.0,1.0540319992259393,1.0599311197612127,1.0605949753698225,1.065391563649831
"AUT Prompt:table
Response:chair
Score:
",20,table,chair,2.0,uses,0.1272484251066748,0.2395447661220832,0.33864593923976455,0.41582601046710965,0.48288121839286574,3.0,2.765604686686878,2.74640616498813,2.663550213838256,2.682498287264994
"AUT Prompt:box
Response:speaker holder
Score:
",19,box,speaker holder,1.9,uses,0.17410540279124154,0.30148361108171995,0.3863357906772802,0.46239679288710567,0.5349747082160183,2.0,2.1267513758045884,2.0330225904933887,2.1098370717415165,2.122069121729025
"AUT Prompt:box
Response:shielding
Score:
",16,box,shielding,1.6,uses,0.20751117195785473,0.32210973656763575,0.4264529170441207,0.5214584640073071,0.6135409975836305,1.7,1.8067324749300626,1.6827467405812153,1.7041093433831558,1.6734758477580183
"AUT Prompt:ball
Response:Air
Score:
",19,ball,Air,1.9,uses,0.3137256503481333,0.46662332109447996,0.5537417878271119,0.6215897179384658,0.679623127926693,1.9,1.9655336601641429,2.0338868930345795,2.106594652225861,2.0974924735315494
"AUT Prompt:brick
Response:hold up a couch
Score:
",13,brick,hold up a couch,1.3,uses,0.19196429265599801,0.31984006690442746,0.4362722843271166,0.542285024688928,0.640330781798347,1.7,1.8199434850230698,1.734557062943487,1.7473506765946594,1.6788535232062927
"AUT Prompt:brick
Response:flower beds
Score:
",18,brick,flower beds,1.8,uses,0.1630070707959441,0.31142669773386,0.4575452916359101,0.5885251526913821,0.6843520661168249,1.0,1.1429738953191027,1.2569913562261457,1.355585630986566,1.4178150876843751
"AUT Prompt:toothbrush
Response:You could clean it and use it as a brush to clean.
Score:
",24,toothbrush,You could clean it and use it as a brush to clean.,2.4,uses,0.3318762236207125,0.6070112766340332,0.8280885025433727,0.8630679991635157,0.8929875481491208,2.4,2.5359785544046156,2.4195840759549068,2.3985257242996956,2.4186781207051062
"AUT Prompt:brick
Response:to block something
Score:
",13,brick,to block something,1.3,uses,0.43650595115170066,0.6128702929224641,0.7267396703011826,0.8304189182483991,0.8809481481608128,1.0,1.0863303428836986,1.104140700033077,1.1535644229415736,1.1676994205095692
"AUT Prompt:box
Response:a helmet for playing football
Score:
",28,box,a helmet for playing football,2.8,uses,0.137475288228773,0.25506414539438027,0.33976022195460676,0.4057215927027868,0.46866237236716524,1.7,1.8383050412481037,1.9533972417092442,1.977231612534576,1.9534296251512964
"AUT Prompt:shovel
Response:get things out from under your bed
Score:
",27,shovel,get things out from under your bed,2.7,uses,0.2051888509015613,0.3806961757357912,0.4905258422025638,0.566010594458365,0.6326256545164751,2.0,2.138305033793695,2.040167705378712,2.101492223291526,2.0697452929888516
"AUT Prompt:box
Response:Use it as a table
Score:
",10,box,Use it as a table,1.0,uses,0.29845822669885524,0.5237463157505641,0.6370282810664927,0.7468249267174871,0.8003355381614995,1.3,1.472058939434337,1.477027664289991,1.4068960503761683,1.3930629345977386
"AUT Prompt:brick
Response:working out
Score:
",14,brick,working out,1.4,uses,0.15570311405327877,0.2974724126979263,0.39490893171810804,0.4878835076759991,0.5569763457083892,1.7,1.8429738953191028,1.8323708766676534,1.7690319016198441,1.8348984201971943
"AUT Prompt:knife
Response:as a screwdiver
Score:
",17,knife,as a screwdiver,1.7,uses,0.22932490083677667,0.4481482498879521,0.5788136396678696,0.6805759475487997,0.7623442590818232,2.0,1.8535149814112495,1.931732903215545,2.0466071257315592,2.095237609070787
"AUT Prompt:tire
Response:burn
Score:
",28,tire,burn,2.8,uses,0.20222547322285167,0.3348481764493541,0.4518873012591385,0.5535726550657053,0.6340123907465486,2.3,2.4584272665096165,2.391494425035664,2.3195811020802064,2.291721952843325
"AUT Prompt:tire
Response:put on a wagon
Score:
",15,tire,put on a wagon,1.5,uses,0.22318434272881296,0.39165272316440836,0.5380205885910703,0.6467919392918703,0.750582287197046,1.3,1.4720589394343373,1.4796602719473975,1.5671660858039123,1.5993623064858313
"AUT Prompt:bottle
Response:to make it into a toy car made from scratch
Score:
",33,bottle,to make it into a toy car made from scratch,3.3,uses,0.24230585189664963,0.46640213145860754,0.6672807381864376,0.7731363358307656,0.8247262338748689,3.3,3.444143603414372,3.581374895393469,3.5017747212001877,3.4516205313343993
"AUT Prompt:box
Response:cover your head on a rainy day
Score:
",22,box,cover your head on a rainy day,2.2,uses,0.1461998730496914,0.2405936150875433,0.32654009526244154,0.4072793414415804,0.48312684398397643,2.3,2.182298943797608,2.1079968873931842,2.0271153945706817,2.132753525543036
"AUT Prompt:knife
Response:opening a battery compartment
Score:
",23,knife,opening a battery compartment,2.3,uses,0.40537115477475555,0.582464696798146,0.6968048812454442,0.7561237874963075,0.8068619367789706,1.7,1.7912125024899643,1.8582913062169186,1.8929439345695716,1.868234319326723
"AUT Prompt:sock
Response:you can DIY it and make many funny faces and put them on.
Score:
",24,sock,you can DIY it and make many funny faces and put them on.,2.4,uses,0.2482503416063493,0.47078050961747786,0.5995710773350379,0.7063422081198798,0.8035584289957411,2.7,2.9836100859722596,2.9871307133211586,3.0797724187293305,3.179005309371693
"AUT Prompt:table
Response:it is used as a ladder to take things from higher height
Score:
",30,table,it is used as a ladder to take things from higher height,3.0,uses,0.2687603200745879,0.471631253110128,0.5985846390173328,0.6531866099071313,0.7061086547614338,3.0,3.215073674292922,3.2330856376785366,3.272116511907771,3.3116807821461824
"AUT Prompt:box
Response:playhouse
Score:
",13,box,playhouse,1.3,uses,0.18170888599776489,0.3606006368347864,0.49776170001920517,0.5920310282134273,0.6819834495727912,1.7,1.5015624682116322,1.5286874891138462,1.5718886845125186,1.5624066930590734
"AUT Prompt:rope
Response:communication system
Score:
",24,rope,communication system,2.4,uses,0.1128261207266493,0.2256522414532986,0.3149050491527343,0.400070673216002,0.47641264523078225,1.3,1.4999999999999998,1.6417138403140474,1.505108077034631,1.632484244618094
"AUT Prompt:brick
Response:Wear the on a necklace  start a trend.
Score:
",22,brick,Wear the on a necklace  start a trend.,2.2,uses,0.12043511931228938,0.21134431683947652,0.2954215802829331,0.3684691726519857,0.4370910351305477,2.0,2.1290442045757527,2.2915387683800543,2.4319884751606247,2.317068679417474
"AUT Prompt:fork
Response:use as a tool to help hold your nail against the wall while hitting the nail with your hammer so your fingers dont get smashed
Score:
",45,fork,use as a tool to help hold your nail against the wall while hitting the nail with your hammer so your fingers dont get smashed,4.5,uses,0.21007587583976295,0.3457110555137547,0.46920829197456676,0.5540866185543964,0.6313692143619297,3.0,3.1177010490501322,3.0077606961049854,3.083164878397699,3.048504150021491
"AUT Prompt:brick
Response:a pet
Score:
",26,brick,a pet,2.6,uses,0.10560606242818686,0.2002707249743636,0.27399563829451634,0.3477205516146691,0.41278255926302165,2.0,1.85819495701387,1.7079995923075202,1.727505836764601,1.8177412858920068
"AUT Prompt:pants
Response:brief
Score:
",12,pants,brief,1.2,uses,0.6436906985530034,0.8064411864608951,0.8845297239509975,0.9357414371337816,0.9677889083480244,1.0,1.060543964261844,1.072855498380016,1.0962324707320892,1.1162256968864748
"AUT Prompt:pants
Response:wrags
Score:
",22,pants,wrags,2.2,uses,0.2862979577944744,0.5637874534515848,0.7033179344232101,0.7879474490969511,0.8674495206810281,1.0,1.1476564407162386,1.2175574966795504,1.215671733327465,1.2600605993181473
"AUT Prompt:tire
Response:roll with a stick for fun
Score:
",25,tire,roll with a stick for fun,2.5,uses,0.16055659206893302,0.27440827552126057,0.3551412081382117,0.4333902495473,0.5046368125183303,2.3,2.1755303389782354,2.294756080268238,2.1873722773289033,2.231510259690162
"AUT Prompt:knife
Response:clean items
Score:
",20,knife,clean items,2.0,uses,0.45944734302452506,0.5870312547087664,0.7087726737082938,0.7898699421328051,0.857101939061617,1.7,1.7652012532522845,1.7196493039615954,1.6765632078434944,1.6234928629535024
"AUT Prompt:box
Response:build a diorama
Score:
",17,box,build a diorama,1.7,uses,0.1981358643535782,0.3623962652585365,0.46845075105327766,0.5712422833508402,0.6262626257680893,2.0,1.8640214455953843,1.8495273680916378,1.9305871450751584,1.9278999095187699
"AUT Prompt:brick
Response:use it to light a match
Score:
",18,brick,use it to light a match,1.8,uses,0.13228181104048847,0.26251278269047207,0.34400924230430063,0.4027089401261711,0.4596026381088466,3.0,2.8511718511587243,2.957500113912888,2.861661521423633,2.8045129565716658
"AUT Prompt:paperclip
Response:zipper tab
Score:
",25,paperclip,zipper tab,2.5,uses,0.19386613187281532,0.3788544872115174,0.5206899792130998,0.6560303511520291,0.7209673777673469,2.5,2.7441416976479176,2.7593574500394924,2.747111889522995,2.6978339049329954
"AUT Prompt:box
Response:to keep an animal in
Score:
",15,box,to keep an animal in,1.5,uses,0.5629360191600506,0.8206669092744265,0.9140108518955912,0.9609471338578204,0.9748214723045684,1.0,1.094215163497542,1.105018507558716,1.1243108932122947,1.1325045017186768
"AUT Prompt:table
Response:write on it
Score:
",15,table,write on it,1.5,uses,0.3848618808884333,0.7352826321628048,0.8310823346089767,0.9143145584797113,0.9771415372189566,1.3,1.1570261001907705,1.161979745146553,1.2109570056349033,1.2295415170593056
"AUT Prompt:knife
Response:pin a piece of paper to a wall
Score:
",20,knife,pin a piece of paper to a wall,2.0,uses,0.47222101069039296,0.5916171992672494,0.6937421712647794,0.7838671427291383,0.8508423345157722,1.7,1.6596373503932154,1.7097417371522428,1.6626317610406878,1.610471816149285
"AUT Prompt:box
Response:a footstool
Score:
",20,box,a footstool,2.0,uses,0.24079305676393375,0.35632682801203225,0.45989063122953844,0.5634544344470447,0.6428595567641514,1.7,1.5703058404076191,1.6220311836281094,1.6915024411566912,1.6678483247885492
"AUT Prompt:rope
Response:pull a tooth
Score:
",20,rope,pull a tooth,2.0,uses,0.13898267415324267,0.2472225112651112,0.33695648797795374,0.42529926833007353,0.47642814705585584,2.7,2.831347064502306,2.6898454557972475,2.8165862072944203,2.739684266223694
"AUT Prompt:pants
Response:curtains
Score:
",32,pants,curtains,3.2,uses,0.1592417963726896,0.28133671685772454,0.394256059168036,0.4954763034320506,0.5755481071810574,3.0,3.1301944394411696,3.0069819433041203,3.1076999953676747,3.1205410207567597
"AUT Prompt:hat
Response:you can make a hat turn into a bed for your pet by flipping it over where the head goes then put little blankets in the and put your pet in there
Score:
",33,hat,you can make a hat turn into a bed for your pet by flipping it over where the head goes then put little blankets in the and put your pet in there,3.3,uses,0.24476965361968725,0.3864314610225198,0.5154159915761679,0.6365857444791289,0.7045558156861416,3.9,3.6800461582067037,3.6600143464126202,3.800865566494974,3.8297237325808013
"AUT Prompt:table
Response:to put chairs around
Score:
",10,table,to put chairs around,1.0,uses,0.20333508413905857,0.3799956667055447,0.4905470344030833,0.5960358863920854,0.6920845791381567,1.7,1.5140393714506446,1.5108754103895585,1.4204586053249828,1.5008883606304513
"AUT Prompt:knife
Response:mailbox flag
Score:
",35,knife,mailbox flag,3.5,uses,0.12607202605434062,0.2482652236439751,0.3577984980535477,0.4559834906680667,0.5453819437756084,3.0,2.753905932139602,2.5231118237426093,2.475070100270812,2.511940380489875
"AUT Prompt:brick
Response:hold up a dog house
Score:
",13,brick,hold up a dog house,1.3,uses,0.2926063466787335,0.4875241949700615,0.6173674742214014,0.7216994801416654,0.8244139682357925,1.0,1.1199434922219385,1.1998760855820783,1.2721761670365832,1.2631836725673018
"AUT Prompt:hat
Response:to wear on top of your head
Score:
",16,hat,to wear on top of your head,1.6,uses,0.5108208690702711,0.9546297311717933,0.9676192667655071,0.9798218061821226,0.9887493747321559,1.0,1.1394704714120163,1.1402830332253964,1.1472536561551192,1.1504386565666764
"AUT Prompt:tire
Response:use it as a game
Score:
",22,tire,use it as a game,2.2,uses,0.15686173977490622,0.31129156368577093,0.4334556094564109,0.5482181098594934,0.6321801487713838,2.0,2.1488281488412757,2.0223315449861325,2.1641928314759524,2.208792546613012
"AUT Prompt:box
Response:writing to do lists
Score:
",19,box,writing to do lists,1.9,uses,0.21868251591810614,0.35132015330176913,0.46128061685947896,0.5429962947239345,0.6139921059852977,1.7,1.813262193589332,1.690910317809295,1.7073272573259146,1.625539117101306
"AUT Prompt:brick
Response:film holder (rolls of film)
Score:
",32,brick,film holder (rolls of film),3.2,uses,0.11259439978420856,0.18643560994219704,0.25800496490127167,0.32419579789782116,0.3893604371453442,3.0,3.1188204498822123,3.2245578512378783,3.1174592356683504,3.0141192336964515
"AUT Prompt:brick
Response:mold
Score:
",22,brick,mold,2.2,uses,0.11233464059740225,0.2069298920732235,0.27400796972394875,0.33702199209745676,0.395300435905575,2.0,2.1371410150482486,2.2259701217102856,2.370692831836002,2.2718137743841176
"AUT Prompt:book
Response:audio
Score:
",13,book,audio,1.3,uses,0.16200284211239055,0.3190213807673433,0.44518933368106095,0.538949394920747,0.6270288212194995,2.0,2.147656440716239,2.3041922130441406,2.338256543144907,2.318835494877033
"AUT Prompt:brick
Response:use it to fight off criminals
Score:
",17,brick,use it to fight off criminals,1.7,uses,0.17211181950494725,0.3020286238459844,0.40806362922101636,0.49735405597939564,0.581234649260407,1.7,1.8290441972221352,1.7435423276051916,1.753678224963041,1.688205874481185
"AUT Prompt:brick
Response:to build a bridge
Score:
",10,brick,to build a bridge,1.0,uses,0.3874212022109523,0.5852965902008653,0.6980425989890856,0.785849278921527,0.8434343055178142,1.0,1.1014231372450016,1.117345013432194,1.1601008762055531,1.1764798607141902
"AUT Prompt:brick
Response:to make steps
Score:
",10,brick,to make steps,1.0,uses,0.3094076858523383,0.5429608602934571,0.6719411731219164,0.77557976604106,0.8729392140409118,1.0,1.129044204575753,1.2002498345523345,1.2002164498476269,1.2559576169066666
"AUT Prompt:shoe
Response:patches for other shoes
Score:
",20,shoe,patches for other shoes,2.0,uses,0.18464371050038833,0.33534551489498854,0.47472189983887514,0.5647100573967422,0.634792904969962,3.0,2.865182209660572,2.7579662243740577,2.876211421957591,2.8677974755719666
"AUT Prompt:box
Response:poster
Score:
",19,box,poster,1.9,uses,0.18504249085111343,0.3483419158737594,0.44585245628885145,0.5160866638106951,0.5852319908718487,1.7,1.8406371879878731,1.8317495972484827,1.8954737704642826,1.8960085457781453
"AUT Prompt:knife
Response:securing something to something eles
Score:
",20,knife,securing something to something eles,2.0,uses,0.3500675650951867,0.6313547559655339,0.7047328965439288,0.7627797834545653,0.8164643779247628,1.7,1.8336588605118718,1.871803002448254,1.9196082548493352,1.9446199726050188
"AUT Prompt:tire
Response:to make them plant vases
Score:
",35,tire,to make them plant vases,3.5,uses,0.14940179374951107,0.28124841397403716,0.3855476752171888,0.4805132332633614,0.5697251190093072,3.3,3.6281534386383707,3.593485069886771,3.7331161559038795,3.759248095563195
"AUT Prompt:spoon
Response:bend it and make it look like a human
Score:
",30,spoon,bend it and make it look like a human,3.0,uses,0.3784838028571757,0.5092843051247823,0.6380569335657589,0.7337526252988105,0.8222566722280271,2.7,2.6229504025837445,2.7595925291052184,2.8691980984647136,2.8832770327232113
"AUT Prompt:paperclip
Response:stab someone in the eye
Score:
",27,paperclip,stab someone in the eye,2.7,uses,0.19195394605946717,0.38390789211893434,0.5699560361286493,0.6578389565583823,0.7403973200082707,2.2,2.45,2.466321271485554,2.4040238432349366,2.470478454601072
"AUT Prompt:brick
Response:to prop up a window
Score:
",18,brick,to prop up a window,1.8,uses,0.201234557207574,0.3873460986190873,0.5490426079416957,0.6985874326899131,0.7798935436249932,1.0,1.336335074633535,1.3256341660897615,1.3629602141318506,1.345971150231381
"AUT Prompt:brick
Response:Patio pavers
Score:
",10,brick,Patio pavers,1.0,uses,0.5808846958007057,0.7146119593247435,0.8326258551758209,0.8875074135465264,0.9302492141818108,1.0,1.0561398092121492,1.0765301219405095,1.1027165925842717,1.1163757582553944
"AUT Prompt:box
Response:object head
Score:
",13,box,object head,1.3,uses,0.13657999391525102,0.2648850371487266,0.3572996929818136,0.43634613702336816,0.5094521469841611,2.0,1.8546859672242244,1.9698653079428632,1.9390932959559943,1.9334834366189053
"AUT Prompt:knife
Response:use for slicing
Score:
",10,knife,use for slicing,1.0,uses,0.8402634208968902,0.9050575811004774,0.9649823832681057,0.984135500440037,0.9957524509104915,1.0,1.0214773606309566,1.0325635048260475,1.0416606931283703,1.0493412116284133
"AUT Prompt:brick
Response:lamp
Score:
",22,brick,lamp,2.2,uses,0.10727310640962824,0.20343209752297503,0.2937651098818179,0.3698331328461502,0.4424177474258134,2.0,2.1418050429861295,2.3134504503350937,2.290115733418333,2.4065818475961716
"AUT Prompt:rope
Response:a shoestring
Score:
",17,rope,a shoestring,1.7,uses,0.2569560552378519,0.43916518262173837,0.5586608457598997,0.6142314899138634,0.6680924050891437,1.3,1.1755303462609694,1.2877126292060719,1.3159658377131773,1.3630500647374302
"AUT Prompt:backpack
Response:Wear it backwards and keep all the zippers for the backpack opened.
Score:
",23,backpack,Wear it backwards and keep all the zippers for the backpack opened.,2.3,uses,0.22493601387498757,0.332861492797619,0.44078697172025044,0.533100525814139,0.5882234666700826,2.7,2.7972706196942863,2.7000000000000006,2.8038981013416664,2.7379351882526684
"AUT Prompt:paperclip
Response:Taking out sim card 
Score:
",30,paperclip,Taking out sim card ,3.0,uses,0.17089553766453372,0.3339651988884203,0.48477998154290036,0.5734394273899515,0.6516811137348407,2.7,2.9929700371775008,2.995157054701966,2.9649838306497367,3.0292185712759316
"AUT Prompt:brick
Response:Defensive weapon
Score:
",17,brick,Defensive weapon,1.7,uses,0.17140787992221337,0.3091379807478958,0.44686808157357816,0.5722727654492787,0.6545151650234042,1.7,1.6108940929920854,1.5150728058168486,1.4022026042518276,1.4773181934891448
"AUT Prompt:paperclip
Response:Poke something clogged
Score:
",18,paperclip,Poke something clogged,1.8,uses,0.2054856864054339,0.3785219829283184,0.5288585226273623,0.6459407374692231,0.7371244580717987,2.5,2.362858984951752,2.259710483297008,2.339516677266458,2.3346283878879825
"AUT Prompt:shoe
Response:to throw like a football
Score:
",32,shoe,to throw like a football,3.2,uses,0.13433048626301633,0.26052229979258,0.38093536945323053,0.499481607503025,0.61438056124303,2.5,2.403123983144603,2.275697127681055,2.4001344086108363,2.45621405189176
"AUT Prompt:brick
Response:stick person
Score:
",18,brick,stick person,1.8,uses,0.11766936252524302,0.20242342492075677,0.28204249826161076,0.35121674794584024,0.41038461918324287,2.0,1.874390927193294,1.99453806881625,1.9562226267876763,2.034622615715316
"AUT Prompt:pants
Response:costume
Score:
",20,pants,costume,2.0,uses,0.24426396858288482,0.37098644609918185,0.49003119683007823,0.5757759141870735,0.6491172575196751,2.0,1.897525250168505,1.995299650204885,1.9662155692384533,2.026525885669831
"AUT Prompt:sock
Response:A popsicle holder.
Score:
",36,sock,A popsicle holder.,3.6,uses,0.23005522274195483,0.4330782442351392,0.5748111553713612,0.6886967375154224,0.794023683003794,3.3,3.0187256240242535,3.162052190855942,3.1352546076991956,3.236697798842608
"AUT Prompt:knife
Response:tooth pick
Score:
",17,knife,tooth pick,1.7,uses,0.49868846342211265,0.6308277647179056,0.701556835892993,0.76111668527585,0.8067828058556586,1.7,1.762840909366862,1.8069141117851246,1.7828970870305427,1.834807628385399
"AUT Prompt:ball
Response:to pop it like a balloon
Score:
",24,ball,to pop it like a balloon,2.4,uses,0.3508453678576135,0.595774908258467,0.7375292510310436,0.8770858964206887,0.9245676631483047,2.7,2.5766667392303497,2.6580320926319705,2.569241374202577,2.606769953220964
"AUT Prompt:fork
Response:meat tenderizer
Score:
",18,fork,meat tenderizer,1.8,uses,0.18912823536514625,0.3640432593882768,0.49402906787139744,0.6052118217737121,0.668561845353536,2.5,2.7402393390239537,2.729651818256417,2.7425754002104994,2.6911633062717684
"AUT Prompt:pencil
Response:Use the black part, rub it on your finger, and use it as ink.
Score:
",30,pencil,"Use the black part, rub it on your finger, and use it as ink.",3.0,uses,0.23403507071596458,0.45389067330301724,0.6305496129337251,0.7519654081444922,0.8714988259256707,2.7,2.8453140252830953,2.9727018477650127,3.073988294139978,3.187282769578699
"AUT Prompt:fork
Response:shredder
Score:
",25,fork,shredder,2.5,uses,0.1636495872809396,0.31034412923780724,0.4481508981955282,0.5588817478602099,0.6464770597247489,2.5,2.7363417383102164,2.7559167060192107,2.7448379681794735,2.684564026566666
"AUT Prompt:brick
Response:can be stepped on in order to reach higher
Score:
",17,brick,can be stepped on in order to reach higher,1.7,uses,0.1674474178976935,0.2958337938046019,0.3827043611292589,0.4682281251410221,0.5485702662346494,1.7,1.8301944320719228,1.7098448991568642,1.671515878171295,1.6903333206752555
"AUT Prompt:knife
Response:get food out of your teeth
Score:
",20,knife,get food out of your teeth,2.0,uses,0.43102917489398257,0.5972057417744998,0.7246177352455337,0.796089386060809,0.8500390185157087,1.7,1.5886972744858407,1.4851846365184722,1.4865147365097466,1.519104230206964
"AUT Prompt:box
Response:fort for a child
Score:
",17,box,fort for a child,1.7,uses,0.41350250768595864,0.6643044564655514,0.7470101610562627,0.8247049803179695,0.8781037966141428,1.3,1.1867377993605566,1.2214208229340078,1.2194027837490704,1.2303851728599802
"AUT Prompt:knife
Response:make a shield of knives
Score:
",30,knife,make a shield of knives,3.0,uses,0.17979485005239765,0.31551112310562274,0.4228715316926613,0.5147017555154004,0.6051082836782963,2.7,2.829044204575753,2.694728229848142,2.570778684000864,2.56020395669824
"AUT Prompt:box
Response:hold food
Score:
",10,box,hold food,1.0,uses,0.6658043369296043,0.8422249126157341,0.9157679501090993,0.9415839842955075,0.9577392489118198,1.0,1.0628409014184392,1.0738558061531354,1.0855396848725907,1.0959044777934035
"AUT Prompt:box
Response:turn it into a opera house for ants
Score:
",50,box,turn it into a opera house for ants,5.0,uses,0.1591420308037091,0.2755728161189315,0.3832536897395456,0.45387253076764744,0.5088705394599282,3.3,3.0464972337511544,3.033433138387405,3.1215862924554423,3.205716145795276
"AUT Prompt:fork
Response:take out objects, from dust
Score:
",35,fork,"take out objects, from dust",3.5,uses,0.15358260705487384,0.2849487854915693,0.3990816992010816,0.5097031123159617,0.6088635061619339,2.5,2.5922033608320696,2.708828650145904,2.5549908079966372,2.513462635110341
"AUT Prompt:knife
Response:call collect
Score:
",15,knife,call collect,1.5,uses,0.16816860527905608,0.29314088856235543,0.3967465503697003,0.4896180653884049,0.5810497410236138,2.7,2.401574902336761,2.348936004428536,2.377590057710601,2.3653807949087358
"AUT Prompt:brick
Response:use as a home for ants
Score:
",33,brick,use as a home for ants,3.3,uses,0.11530432979312642,0.21240031029412293,0.300807206588634,0.3788260187356576,0.449862955578085,3.0,2.8628589849517514,2.6092657094962988,2.5455727684115304,2.5383764660015564
"AUT Prompt:brick
Response:use them as stepping stones over a small river or stream
Score:
",22,brick,use them as stepping stones over a small river or stream,2.2,uses,0.16516237468164663,0.3064332401125908,0.4217351831307937,0.5283720482927012,0.6254660189277036,1.7,1.8383050337936948,1.7458128033857938,1.655838172903889,1.5540293929314566
"AUT Prompt:rope
Response:I could use it as a lasso and not have to get out of my chair
Score:
",27,rope,I could use it as a lasso and not have to get out of my chair,2.7,uses,0.12669208044021588,0.2350575594516106,0.33068975902626246,0.4124883140725718,0.48813961062995137,1.3,1.4844067117249264,1.720268204217877,1.7757404586184253,1.9189811035863895
"AUT Prompt:brick
Response:purse
Score:
",26,brick,purse,2.6,uses,0.12063961090314883,0.2191027916705694,0.3145365788426054,0.4000828727808704,0.47676607506623886,3.0,2.865182209660573,2.754381992388545,2.593078952310769,2.6263601973214366
"AUT Prompt:brick
Response:while reading book, it will help the book to be standing
Score:
",35,brick,"while reading book, it will help the book to be standing",3.5,uses,0.13010068868144717,0.26020137736289434,0.35538507453896256,0.4380821037562937,0.5194970343716884,2.0,1.85,1.8366083715952972,1.7730666014523648,1.8556469498340953
