prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5,confidence_10,confidence_11,confidence_12,confidence_13,confidence_14,confidence_15,confidence_16,confidence_17,confidence_18,confidence_19,confidence_20,confidence_6,confidence_7,confidence_8,confidence_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_6,score_7,score_8,score_9
"AUT Prompt:brick
Response:bug squisher
Score:
",27,brick,bug squisher,2.7,uses,0.1572931998977754,0.26181018331953027,0.3603961946849576,0.44564680531742257,0.5153113064771647,2.0,1.8802372977667616,1.8582884668239712,1.7897491881511278,1.7370593239298662,0.8122140685721165,0.8400815809369429,0.863613865251812,0.8864766685309482,0.9063735832204559,0.9226577012528752,0.9384006990008336,0.9503253024082557,0.9585429606165885,0.9664244167790009,0.9738903712252643,0.5830722977209488,0.6465499923802132,0.7054690489246505,0.763326698666445,1.7973337869718045,1.83722909752598,1.8607384122701276,1.8746463153587605,1.8598363292439966,1.864075012296638,1.8797764764892377,1.8762658643689398,1.8901862546863812,1.9016836724232893,1.9016707651988354,1.7908593744899646,1.8604821610140023,1.8971896203234904,1.8291856019977366
"AUT Prompt:brick
Response:shot put practice
Score:
",40,brick,shot put practice,4.0,uses,0.14499207401805927,0.2440636698501945,0.3287826004947543,0.4048663939948066,0.47559961001490764,2.0,1.878222437743874,1.8580665010607913,1.7907774937979535,1.8516388219444784,0.7666131947270833,0.8092119774795846,0.8353201732435634,0.8570028921383016,0.8785133876419695,0.8982562549860402,0.9162001739110007,0.9290902765419894,0.9419075183271629,0.9524180868714606,0.9614756877290512,0.5426042505682156,0.607874215735911,0.6730012983956344,0.7216595438268262,1.8225024201678983,1.8844886054825232,1.9099776716128698,1.9147853575237792,1.9266658906290437,1.9458609915511416,1.9312531912660214,1.9502430432598301,1.9713317480809482,1.9672338546823684,1.9788471526966018,1.9070056561375532,1.8525663648182789,1.915219236329349,1.8737377803555784
"AUT Prompt:paperclip
Response:scratching tool
Score:
",22,paperclip,scratching tool,2.2,uses,0.26911257298189084,0.5160683743983235,0.6286647108228635,0.7232549015881059,0.7666923214745363,2.0,2.239266552328802,2.232233757485811,2.241096499781488,2.2161059092476036,0.9361973372502924,0.9546422071753844,0.9642370838758447,0.9721517909126798,0.9796392408629571,0.984547271057721,0.9892034161807653,0.9928762281725844,0.9960949131337377,0.9968535899297236,0.9975463521736485,0.8077392035615372,0.8427468245033586,0.8772609087230314,0.9089698049308378,2.2915906614975974,2.2801603971344613,2.2833430392509455,2.276965505698089,2.2847846285486044,2.282866452925235,2.287183367750377,2.291669775365355,2.2894347804118635,2.2886817498599115,2.287786803917006,2.2559410542671055,2.2619252488304813,2.2791604279043853,2.2973296210314933
"AUT Prompt:brick
Response:blockade
Score:
",17,brick,blockade,1.7,uses,0.3393684461530381,0.4915138212648784,0.6187464049287776,0.7399110688089869,0.8053389888289233,1.0,1.0928633347808843,1.1148938057660553,1.1779571447936112,1.2203693198543155,0.9456688959740946,0.9579629321246218,0.9698356396285406,0.9767600290568019,0.9826633984941793,0.9884499908513689,0.9924339400129042,0.9946094862553962,0.9962881637519624,0.9977750546272733,0.9985343771042111,0.8538863858537894,0.8867395834329959,0.9163672047549435,0.9319713200273871,1.2863567229839004,1.2993653339368696,1.3030456971962288,1.3115310748467144,1.3162678172166902,1.3196851071340385,1.3240218387169702,1.327031566816187,1.3298504043407389,1.3320412308291243,1.3330054335800139,1.2305821562355392,1.2516787637128948,1.2758731893763657,1.2729285220229964
"AUT Prompt:brick
Response:hold down flat items
Score:
",13,brick,hold down flat items,1.3,uses,0.43834892645916984,0.5831706769121969,0.7215341075789143,0.8392769657970856,0.8815239122962433,1.0,1.0745005310725688,1.0985666658335667,1.1548840796016384,1.1666312358962272,0.9823759341251243,0.9868477084876912,0.9905584483442192,0.9934331260883881,0.9952985269682443,0.9968673305499476,0.9980339850823581,0.9986101215513485,0.9990454777563011,0.9993946109726005,0.9995958325262463,0.9224656686086986,0.943713913082966,0.9601837522507852,0.9759924025732961,1.217669213707842,1.2225736574435173,1.226235203001185,1.2299210709444617,1.2315517836962915,1.2326037430932777,1.2339683741124576,1.2348141839697173,1.2355834028041084,1.2361299234599277,1.2364044744802922,1.1903037200956097,1.2040313714853599,1.2022469422521476,1.215168558343009
"AUT Prompt:brick
Response:Make a driveway
Score:
",10,brick,Make a driveway,1.0,uses,0.737934346294173,0.841734866151861,0.9312479210101563,0.9725049533403363,0.9860153333415859,1.0,1.0246634716065002,1.0511292635986536,1.0532025296985172,1.059324547686729,0.9993569080773284,0.9994763552922876,0.9995791892429609,0.999671007353246,0.9997265567445257,0.9997667124911074,0.9997986522488491,0.9998244207422063,0.9998493514068597,0.999872308927004,0.9998927199389802,0.9953220957720751,0.9978077494613302,0.9985488820623003,0.9990498487253061,1.0652000512742774,1.0652998180455426,1.0654165528713528,1.0655299472963897,1.0655874271956052,1.065645040543847,1.0656333595778962,1.0656677502340917,1.0656611259625641,1.0656481381274396,1.065681500481981,1.062510034589961,1.0640980953012953,1.0646442887851453,1.0649127392178346
"AUT Prompt:knife
Response:cut your own hair
Score:
",10,knife,cut your own hair,1.0,uses,0.47560430142456805,0.7574432149191321,0.8640818822592892,0.9182258668281635,0.9601062141395977,1.0,1.1116277397209193,1.1225339978655273,1.156584781488757,1.171564737259767,0.9952348761516281,0.9966166096636504,0.9975094899892095,0.998325048002602,0.998979911136529,0.9993180690067045,0.9996408669477533,0.9997385488748192,0.9998171243443282,0.999849456153767,0.999881139638474,0.9709143187434323,0.9778644481495048,0.9847300676734247,0.990078395621462,1.184934088080346,1.1864800425864959,1.1871187211537297,1.1879461705353023,1.188544050855432,1.1889539937717863,1.1893773487639876,1.189524947885586,1.1896672328332936,1.18965139862189,1.189639051640194,1.1741076518787381,1.1799776461359075,1.1794200353684356,1.18277236098579
"AUT Prompt:box
Response:kitten carrying case
Score:
",20,box,kitten carrying case,2.0,uses,0.19608932181816457,0.33835293664470717,0.44588427008731024,0.5508341160959144,0.6394203506188522,1.3,1.4681836915468285,1.4758566468464644,1.385192179360919,1.4703685578308228,0.8968792532299894,0.9206787986139835,0.9426177284976047,0.9551012635343605,0.9655429340317425,0.9757329231462554,0.9835308372784408,0.9879877721399408,0.9916825531237624,0.9944878301031577,0.9961509637784267,0.7211396322241634,0.7837326715460241,0.8285962044051972,0.8639024006299605,1.5390774938787901,1.5354823408977034,1.5486211913210357,1.5571349589086245,1.56624995392608,1.576001498205726,1.5849131087719486,1.5827256058491108,1.5880060440940624,1.591424867975815,1.5931087445438263,1.485058345847123,1.5102112532837824,1.4934151677103848,1.510031586255306
"AUT Prompt:brick
Response:hold books on a shelf
Score:
",17,brick,hold books on a shelf,1.7,uses,0.36186285229713017,0.48989739328476256,0.6150161173406727,0.7125510969592971,0.7976979355580093,1.0,1.0784049125853643,1.164174111014907,1.169078008246827,1.2257489950015956,0.9552184762699919,0.9655733673787781,0.9756590472070942,0.982802700270073,0.9871271806032332,0.9912619157670589,0.9943026933877328,0.9958943546327425,0.9974587862575378,0.9984181459337443,0.9990261600249145,0.8557720063843555,0.8942975263896837,0.9318702097122207,0.9436017349027639,1.3077026562972092,1.3054752353040207,1.3147222057503558,1.3233375802736915,1.3267400408943772,1.3291312132709465,1.332406145404811,1.3350713322275183,1.3372121099748022,1.3386176730870605,1.3393853589193283,1.2375739496978753,1.2618027498600604,1.2915666066933431,1.3041041649861764
"AUT Prompt:paperclip
Response:use in hair as a clip
Score:
",25,paperclip,use in hair as a clip,2.5,uses,0.36034048602496777,0.47312809448841836,0.5807799304933156,0.6620714157746554,0.7317296892063776,2.0,2.1191935226182297,2.134171598124122,2.1545325996250675,2.1207822555712035,0.9201701965938768,0.9356007198742767,0.9468568207191466,0.9573812092282399,0.9656778671939541,0.9733364295103474,0.9803738850723088,0.9859779279459162,0.989486942621922,0.9929656492947926,0.9964232616460936,0.7908045034695035,0.8308203075855354,0.8692583815929757,0.8992592605254504,2.089198790163404,2.0860784031497728,2.0969429746809123,2.0914801340882683,2.0821026411824652,2.0877513166995665,2.082096571127942,2.0850401999227914,2.0819015844276185,2.0795126441921994,2.083747764264644,2.0893489070204176,2.089861908503893,2.06377857566137,2.074995516858276
"AUT Prompt:rope
Response:belt
Score:
",14,rope,belt,1.4,uses,0.2043434954329218,0.3694913694946579,0.47722357605130655,0.5537745296312907,0.6136333430117892,1.3,1.1659119906202922,1.2864812219688664,1.3851144019597834,1.435340552928251,0.8475810439013023,0.8785724913906912,0.9038311011705793,0.9229573997881962,0.936980159158913,0.9504971338345729,0.9637333123751589,0.9742158404569686,0.9802874897416304,0.9859136335941823,0.9900017334492198,0.6716421984570171,0.7293470284646717,0.7755038046143257,0.8125683394838688,1.5029797085594827,1.5134570326911443,1.5102863441500904,1.528723737977652,1.5387699971236979,1.555283793938815,1.5682587863075994,1.583664271268073,1.5806685788233648,1.5904799918885113,1.5954745675571804,1.4495619733286065,1.4535525534522018,1.4384615011811086,1.4686369529746062
"AUT Prompt:pants
Response:bandage
Score:
",25,pants,bandage,2.5,uses,0.17426532236138972,0.318196172804181,0.4421091446171792,0.5212123722959249,0.5967336680146225,3.0,3.135700108371228,3.237804945496826,3.292774473050967,3.281033140543721,0.8461434935506358,0.8858892897287436,0.9106031091763367,0.9262589533825081,0.9373389710846283,0.9478006659547388,0.9579743519144704,0.9676873371950317,0.9732825628863196,0.9781592605326862,0.9827565302105367,0.6682176559014872,0.716231706024962,0.759998140131126,0.8036273020874426,3.2948316900899868,3.3219828212505162,3.299674161386854,3.301369892039114,3.290715054602455,3.299647831784242,3.3123955697337024,3.3213047374315328,3.317158086754718,3.3120869570851403,3.3101592417108767,3.2188758993908206,3.2578327362075865,3.3005723337557047,3.2733961149244757
"AUT Prompt:box
Response:spaceship
Score:
",18,box,spaceship,1.8,uses,0.25184269816603405,0.36878275619572404,0.45958066721819424,0.5497655195728419,0.6101119186825923,2.0,1.9048707760340944,1.8446384129905187,1.8537200602979893,1.878079701666862,0.8540418978201889,0.881757371642938,0.9075504139872729,0.9272039658623513,0.9464440684838706,0.9615380226754533,0.9689936290209665,0.9761531342678096,0.981951775263342,0.9872163842641922,0.9912079584224743,0.6694947576872682,0.727538405671982,0.7754678432555837,0.8210697704645656,1.8600796834450397,1.8864801313407005,1.9010746260517923,1.9243680842755648,1.929971359229572,1.9216520174766538,1.9284101803746776,1.9384699795653952,1.9341091520733023,1.9291277523232901,1.9318293411317546,1.8268051943435508,1.8246666525806565,1.854045639994105,1.8343820692666946
"AUT Prompt:brick
Response:an anchor
Score:
",20,brick,an anchor,2.0,uses,0.12969897377352807,0.2533823742958844,0.362042997773406,0.46871479222801343,0.5582896144926793,1.5,1.5976258911978831,1.418259345391866,1.5506539712138303,1.5104377745686284,0.8454546309678952,0.8856007100537224,0.9032572505126433,0.9184027538575544,0.931705514475953,0.94442973466789,0.9570416531605724,0.9670897131398387,0.9760961180326074,0.9801260753270186,0.9841339639670855,0.6431190228192771,0.6990733112279601,0.7521622490343884,0.8038473872899683,1.6724495912656716,1.6510324916182832,1.6598087433140027,1.6720153368884711,1.6709871120120525,1.6888927877907036,1.7022171835530346,1.7042721465782074,1.7143823893277552,1.7180237587801463,1.7244663619603906,1.5486319367462549,1.5367353386043052,1.5835497279242192,1.6296154761632278
"AUT Prompt:sock
Response:you make it turn into a flag with a stick.
Score:
",36,sock,you make it turn into a flag with a stick.,3.6,uses,0.22075908173100608,0.3914493775721768,0.5177085955255447,0.5903445237818834,0.6489371161787103,3.3,3.430814076317976,3.5452395432907338,3.613497211668591,3.5581044915363864,0.8442567257547507,0.8750519240703585,0.9046278606993451,0.9339336440047336,0.9540909132310028,0.9728759357721937,0.9852745446492349,0.9894965565956373,0.9924582875490675,0.9941425060844109,0.9956963404788506,0.6945280090565156,0.7361277641045774,0.7774378086191611,0.8108994877986432,3.6497966881317963,3.6550827067661267,3.679437060214283,3.6643928665658305,3.6820469053187868,3.663084802778674,3.659774166582031,3.6637859488106264,3.6668782573421677,3.6654096425108267,3.667180228029117,3.6068047285489113,3.6007690228436475,3.6326098441497443,3.635390691602291
"AUT Prompt:bottle
Response:as a weapon
Score:
",33,bottle,as a weapon,3.3,uses,0.2645687068945156,0.49684780994198413,0.627301497476354,0.7046986723030276,0.7541891399866452,3.3,3.1597483383847913,3.064139024009839,3.1120097090057217,3.071849164230251,0.9057935935418482,0.9227839221876648,0.9395960190559857,0.9531714047701414,0.9612143093088251,0.9671481357840739,0.9722253969669885,0.9762427461542859,0.9798764954496698,0.9831602287582945,0.9863598347639161,0.8015064068563196,0.8385194319028768,0.8655805645564216,0.8867783513348052,3.072799119361709,3.0880295698282,3.0971902051344364,3.085836355797279,3.0934855666463608,3.095366150801347,3.092779195825022,3.088693797279195,3.08465651264473,3.08170177955821,3.0850049889822015,3.0558004348100676,3.062165537293102,3.0414638831929106,3.0572057065797007
"AUT Prompt:bottle
Response:a chamber for your toys
Score:
",27,bottle,a chamber for your toys,2.7,uses,0.20381861965035372,0.34173392659764834,0.43760057809853115,0.5297009497891738,0.6151071396507082,3.3,3.542145065876951,3.532912202519084,3.5445769184052045,3.4689636850521746,0.8969032173624502,0.9146800092312919,0.9316613252000037,0.9480748171908657,0.961648719196449,0.9742165417127684,0.9862663925231899,0.9909425245536548,0.9930706952420658,0.9941901043668999,0.9952946016444257,0.6873870755570327,0.7509848692245568,0.8096370747337419,0.8636254083447161,3.573787701173759,3.5917886229129725,3.6028744427175705,3.599362190329556,3.5866674775977994,3.5958697813493945,3.6056943573872147,3.6018923879510556,3.6040313528545815,3.6032386482027317,3.6026801947398397,3.4932575518272078,3.5192342974680457,3.554062209462991,3.588190746304957
"AUT Prompt:brick
Response:it can be used to level something that is not leveled right.
Score:
",14,brick,it can be used to level something that is not leveled right.,1.4,uses,0.23186258241075003,0.3713238455320861,0.4780774672872589,0.5830746458517512,0.6679202326890887,1.0,1.1877892637375551,1.2128456684323885,1.3005699944753277,1.3132005403924891,0.9296668900815084,0.9452426675162675,0.9601962556350114,0.966921610411618,0.9732838043643126,0.9789797280661772,0.9842056554873855,0.9885540451279193,0.9928547256837843,0.9950284841446787,0.9965220377926224,0.7475482477539473,0.8186735597469792,0.8780273498359269,0.9053699485631708,1.4422830961400732,1.4448819667546173,1.4613138163824586,1.4657561528960839,1.4718631491573326,1.4696995659242873,1.471984371772797,1.4773860900324252,1.4839814920255792,1.4868564914974405,1.4885248334755983,1.3650538820592741,1.3507142118484086,1.3946052960895634,1.4219486424399503
"AUT Prompt:sock
Response:To make a hand puppet
Score:
",27,sock,To make a hand puppet,2.7,uses,0.5289463024140544,0.7166392704384221,0.8323355270003183,0.8676891359472361,0.8903573454158195,2.7,2.857144306012877,2.877001525231222,2.890161954807144,2.908234201394481,0.9606522285737094,0.9672606266698813,0.9722647752227191,0.977258548935346,0.9814226785553107,0.9850006939189022,0.987897955124762,0.99047591406906,0.9927852351546227,0.9944585939796209,0.9958754513207962,0.9120752252979643,0.9280193751096344,0.9432993460049868,0.9533350956147072,2.9150216091542225,2.91286935758439,2.9153765697774148,2.9193859814775482,2.923122384760671,2.923038392689978,2.9212111746503635,2.9242792645984217,2.922361905819579,2.9241752293968175,2.9244253797712036,2.9223250331329234,2.9202233866519345,2.9117965831766774,2.9074616044080264
"AUT Prompt:box
Response:hide and seek
Score:
",14,box,hide and seek,1.4,uses,0.17797768530566968,0.3346463060794187,0.4799307319755174,0.5873815116241151,0.6847756744547298,1.3,1.487264724489824,1.4911199416448258,1.511037570863525,1.580581639407273,0.9316504277358466,0.9521805436886142,0.967627291429579,0.9749001984653034,0.9820991563620388,0.9889272251479984,0.9925558410414035,0.9952716312908831,0.9969341021731726,0.9980281768685532,0.9989094646783713,0.7478925060645512,0.8094867041378697,0.8543604311497203,0.8990570777636206,1.5412807948975793,1.5533274284292364,1.5652469587693856,1.572220361770978,1.5768220958777248,1.582505744997191,1.5865911145520544,1.5852633570205048,1.5876225485357056,1.5889516006823685,1.5898435980664773,1.5990989953178278,1.553513290210499,1.5454502839821713,1.5282762138950636
"AUT Prompt:knife
Response:make a border for your garden
Score:
",30,knife,make a border for your garden,3.0,uses,0.2867541931680676,0.5152864981875123,0.5958165781679092,0.667212644824308,0.7228787746015615,2.0,1.866948402981666,1.8173519578279282,1.8689984187542967,1.863685114410952,0.8918941996260265,0.9094539483578361,0.9261573397967989,0.9424341641782394,0.9548074772160098,0.9665681221110686,0.9775947964687801,0.9855515516721525,0.9906454391083485,0.9933195901944252,0.9954612524425575,0.7710225656134582,0.8174938080466545,0.8505316251768481,0.8733556175324285,1.8794367760579427,1.8894878175955034,1.8734457666835644,1.873904386085008,1.8846097270820252,1.8762797897421408,1.888954669838117,1.885007141566413,1.889712024304256,1.891624215889305,1.894654233622906,1.8284877809540176,1.866660555868,1.8796087017940544,1.8853683364772333
"AUT Prompt:knife
Response:a receipt holder
Score:
",30,knife,a receipt holder,3.0,uses,0.24204650545169293,0.3657920848754009,0.45998161017288175,0.5478749189777504,0.6311314335552523,3.0,2.830852573715668,2.8040581507873252,2.72319418500217,2.627793094191619,0.891305868721641,0.9143286905869304,0.9256535468465603,0.9364935314859729,0.9444702154279643,0.9520465542577341,0.9581935039819787,0.9642293394312517,0.9696333084063509,0.9750354111728788,0.9792551349868593,0.703813354909457,0.77571869111241,0.8201745374284845,0.8575815608564801,2.777132325981835,2.762600117957989,2.7777390172227823,2.769894135983113,2.768459266143707,2.7766682156761155,2.7806669791031675,2.785795799696001,2.7797444328916843,2.7848430324789635,2.7805992297673847,2.717864806088467,2.771825897026927,2.7733530153837,2.791963016434896
"AUT Prompt:rope
Response:tie someone up
Score:
",13,rope,tie someone up,1.3,uses,0.5890842479443457,0.8170166673682853,0.890027796178353,0.9156440631683392,0.9330574850083346,1.0,1.0836944074194248,1.0932352359617392,1.104614979703721,1.104528851475123,0.9860095964544616,0.990601060231851,0.9933904846672127,0.9958142839944384,0.996908479701172,0.9977224253212454,0.9984678665213271,0.9990745362617156,0.9995299815326997,0.9996872709543001,0.9997814490437038,0.9489490041400553,0.9590162239174956,0.9685871529561477,0.9780813547898436,1.137102588826193,1.140175136972686,1.1428703096846464,1.1456867486632571,1.1468439512115904,1.1478662805201167,1.149025080378711,1.1498454351911003,1.1506884755827846,1.1509479759918144,1.151150413848452,1.1145008743213307,1.1227466079554205,1.127462506090941,1.1301080181045895
"AUT Prompt:brick
Response:platform for something
Score:
",13,brick,platform for something,1.3,uses,0.1648390064317934,0.30913336631711474,0.450428348743115,0.5618011650561885,0.6481353536075023,1.0,1.2333852886933296,1.3797577752780719,1.3639464017742526,1.4486712527985304,0.903364998350129,0.925655756927052,0.947571730963313,0.9609662725404843,0.9701993487702164,0.9784367036197723,0.9830994054824739,0.9874653204373525,0.9917038240227681,0.9954236440189165,0.9971530920129192,0.7338454028111714,0.7964874215617469,0.844200893041593,0.8783429948198516,1.5151767781451904,1.5172194100263545,1.5399497144343461,1.5477560413051987,1.551108234157332,1.5582549639133219,1.5636700996328667,1.5700205952526771,1.5680117455034481,1.5726155888736875,1.5743974696331458,1.489704969292425,1.4669202979626919,1.4631380232048892,1.4956677148567863
"AUT Prompt:brick
Response:to break into your car windows if u lock your keys in there
Score:
",10,brick,to break into your car windows if u lock your keys in there,1.0,uses,0.32845087356112024,0.45579107786472156,0.5673385521897708,0.6561117944757534,0.7419354590181076,1.0,1.0838148510279062,1.1656432443924079,1.170291782363212,1.231565980574405,0.9438026968683322,0.955214695106672,0.9663718421052557,0.9749849333103038,0.9805941999037485,0.9848809602301358,0.9888650177565621,0.9922996926605594,0.9953297076877631,0.9966884374690733,0.9976576331745789,0.825285206450098,0.8672596094027221,0.907945931883367,0.9265028131675649,1.3438792654308782,1.3409656275212833,1.3439562823039546,1.3541688606088644,1.3584352183896344,1.362968698844091,1.368355490289624,1.3701956864207487,1.3751571896526964,1.3770995984208976,1.3782876109996216,1.2485769882458808,1.284945028382056,1.3080253594178906,1.3278935728551313
"AUT Prompt:lightbulb
Response:use it in a circuit
Score:
",30,lightbulb,use it in a circuit,3.0,uses,0.16134925141585674,0.31374032648239014,0.4543085403604964,0.5463255529111195,0.6264409115485058,2.1,2.0514276418415447,2.1592798819837467,2.1156096563691964,2.1391912875125656,0.8700852796888683,0.8918204712737696,0.9101908034018732,0.9274494501557472,0.9419253658084035,0.9535448060581141,0.9642974672748496,0.9712899961741297,0.9771294208581789,0.9799909503778945,,0.6955763653619217,0.7605731810305465,0.8051274502417519,0.844386056149158,2.244555988741182,2.2337213982639033,2.2209310332994554,2.2317067653253218,2.2204615798766456,2.233616317955232,2.2377017788654436,2.230951058881247,2.2367421937974905,2.2386788767749186,,2.194931773778459,2.221002195087831,2.2641104978845794,2.261129765608567
"AUT Prompt:box
Response:tubes connecting a tree house
Score:
",30,box,tubes connecting a tree house,3.0,uses,0.16101294717418557,0.29715063430624417,0.3879560818680913,0.47289817601290596,0.5198259116563557,3.3,3.162556893964,3.054290294360852,3.1343487883412244,3.140275508491781,0.6972740414000287,0.7283041034762837,0.756291483047933,0.7818457314036874,0.8044211192382742,0.8260426427835439,0.8457254353248583,0.8629461031291065,0.8796106393023232,0.895880233496996,0.9113925958777089,0.5582091199133316,0.5944641806825118,0.6300403239037268,0.6637339970404289,3.2309882785736352,3.199843854763735,3.155442342724156,3.1307510763156703,3.121468831424333,3.1418467503358345,3.1734554114164646,3.1779762605039115,3.1992333990133672,3.2174077775439422,3.1983889327006882,3.18563904994327,3.2109100114458355,3.2554671253037086,3.278033312127529
"AUT Prompt:paperclip
Response:calendar holder
Score:
",26,paperclip,calendar holder,2.6,uses,0.2255948923290381,0.36174511831948714,0.48872251338196104,0.5787712083292014,0.6484926835035971,2.5,2.3118147017118784,2.490615501970127,2.460958399228831,2.4866585088179973,0.8831338259020013,0.9079781415292647,0.9272734017046551,0.946020008759788,0.9581225237203077,0.9678117500345363,0.9733955038610701,0.9782845136165201,0.9816540537595604,0.9845638698469666,0.9872878749972244,0.7108161035582303,0.7705450446883871,0.8124362781166772,0.8490626556690777,2.5501282634138978,2.5761188816345255,2.5599689352210504,2.55085405730482,2.5514748437825325,2.5429503218783633,2.536967576090476,2.533784309208432,2.538130610824087,2.540677811153769,2.544704196222373,2.4615246681975234,2.487761645914272,2.5296426738876794,2.524050222625091
"AUT Prompt:ball
Response:a squish toy
Score:
",19,ball,a squish toy,1.9,uses,0.3327586255597704,0.48977546842366304,0.5801359913730441,0.667194114628489,0.741405076915805,2.7,2.603823168173827,2.556500435627362,2.5491280356301407,2.5041725521136584,0.9325120027688504,0.9523614603124639,0.9709271730616157,0.9788963480991686,0.9855637767700224,0.98896372185149,0.9921512657388781,0.9946573244363712,0.9958986327052471,0.9967025863067694,0.9974818421038787,0.8008501579793204,0.8395866684761555,0.8781030359052996,0.9079879132786076,2.510402379576065,2.503932862369005,2.5191549657526116,2.5246977111739244,2.519795065184825,2.5211021666178834,2.5242471304081078,2.5221704235470654,2.5210210116144953,2.5218913304594515,2.522577329183787,2.540976569119147,2.5529272875213977,2.5286741535531077,2.507982413374692
"AUT Prompt:brick
Response:table center piece
Score:
",18,brick,table center piece,1.8,uses,0.1580114310744079,0.27190942742348473,0.37988276031697155,0.46452828840971044,0.5403221705607136,2.0,1.9162235767782436,1.8547667730648618,1.9358963889756144,2.015026221035936,0.7837533892755337,0.8149850478726451,0.8441803987182688,0.8667153158536098,0.8887133981009245,0.9093526826972547,0.9219974601328007,0.9341845267854015,0.9452134133158627,0.9560921245207924,0.9668824320370679,0.6133536869239151,0.6807123134033966,0.7187133211484774,0.7517265243670774,1.9560511615807785,1.9960571148181625,1.9616092207737748,1.9730075423472557,1.9934778628580399,1.9958955614541016,1.9849802144258395,1.9838715902646968,1.9793925211447982,1.9932809696702982,2.007863818326386,2.0370508959554376,1.9839080190177976,1.9530346617275045,1.9243556603918106
"AUT Prompt:spoon
Response:you can use a spoon to make a homemade slingshot.
Score:
",32,spoon,you can use a spoon to make a homemade slingshot.,3.2,uses,0.2576930837659595,0.4488108239696706,0.5760093138699164,0.6863917224949505,0.7591804629369132,3.0,2.872250580870599,3.0329574043716265,3.0759019853519978,3.1549148938966884,0.8956470315408497,0.9133716098072129,0.9275543689063187,0.9415902456884813,0.9503314404347444,0.9590706345505109,0.9677926581833388,0.9758642303458311,0.9795369688821449,0.9829105559124723,0.9857045266263296,0.8005707929498665,0.834394176320098,0.8576926483191671,0.8771279751151806,3.1869385326984596,3.204657092445026,3.2076439808608908,3.216473974729115,3.2098838123107574,3.219817112976793,3.216033601343504,3.224172188193243,3.220707037905306,3.2250978811198294,3.228428130726205,3.157245840062498,3.1711398792136776,3.1855059026834027,3.203553393361936
"AUT Prompt:brick
Response:defensive weapon
Score:
",10,brick,defensive weapon,1.0,uses,0.40696983978814066,0.5468019763969891,0.6579196740740064,0.7669099949498579,0.8200993125386581,1.0,1.0767181590291075,1.1482072867913582,1.1555678694787828,1.1908781947687763,0.958428822971851,0.9681714576214521,0.9775935094303863,0.9828423540450274,0.9868921774602251,0.9902511817206221,0.9930738077817641,0.9949514226400743,0.9968069394833845,0.9979018042764392,0.9984902793429662,0.8693367264068417,0.9028044560048608,0.9319647526172727,0.9484676007313027,1.2574718017197586,1.260918636540968,1.2699695080677962,1.2765384546509904,1.279917622025132,1.2820209866944836,1.2851986323780553,1.2878685638028036,1.2910556290127138,1.2927111927759938,1.2934816628383639,1.202722416415306,1.2248640048062511,1.2491172777667678,1.2465227138783805
"AUT Prompt:rope
Response:use for painting a braided design
Score:
",27,rope,use for painting a braided design,2.7,uses,0.11296457556426123,0.2145003891018286,0.31131264327632957,0.3845923397963577,0.44832931030570455,3.0,2.857992126779734,2.9954480878321985,2.8248306382997197,2.7502178165484463,0.6679077472954708,0.6955692673301767,0.7221933742082682,0.7446864063572657,0.7669673079117114,0.7892165707896518,0.811463246228782,0.8328011407811887,0.8516205977346283,0.869833817278472,0.8866889290324834,0.5069375783175176,0.5582402524923328,0.6003162639414289,0.6392882966552815,2.5914584510599368,2.556006775774236,2.590807671755224,2.6212900268646324,2.638101929806249,2.668038515260453,2.655207002569766,2.6871008850563163,2.667497370340861,2.6451453260971394,2.6195753950261684,2.663483337314459,2.639269032193346,2.5874538572082413,2.5821225307911866
"AUT Prompt:rope
Response:padding
Score:
",19,rope,padding,1.9,uses,0.11465605020324059,0.21452644356469008,0.3092813361091096,0.37950124540191094,0.4438680265265016,2.0,2.0465538847807982,2.001653995964123,2.0568575811831438,1.9906071414674338,0.7206706091854432,0.7650186964212395,0.801320955720467,0.8342939403625462,0.8633684193600024,0.8852481984043705,0.9069845550267635,0.927563496183702,0.9391168212374897,0.948891545323541,0.9579617722111144,0.5059942811265417,0.5625947675361835,0.6173017022703456,0.6702503894938131,2.162147372183625,2.1121687415297945,2.1659810848123224,2.151516771810643,2.153149475263898,2.124648252929438,2.109678232641906,2.124993724344916,2.130837408305342,2.1418510688110635,2.154710369996502,1.9549262376848857,2.0298852308919897,2.0626857957426505,2.1367320886046612
